,Tag,NewName,Address,Format,ModbusAddress,Comment,InitalValue,Signed,TextTagSize,Minimum,Maximum,Resolution,Group,Presentation,WriteAllowed,DisplayFormat
582,KM_103_FOH,KM_103_FOH,AIV00232,16BITS,1739,CHAMBER 1 MOTHER/FLOWER SCH FEED ON HR  3,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
583,KM_104_FOH,KM_104_FOH,AIV00233,16BITS,1740,CHAMBER 1 MOTHER/FLOWER SCH FEED ON HR  4,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
584,KM_105_FOH,KM_105_FOH,AIV00234,16BITS,1741,CHAMBER 1 MOTHER/FLOWER SCH FEED ON HR  5,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
585,KM_106_FOH,KM_106_FOH,AIV00235,16BITS,1742,CHAMBER 1 MOTHER/FLOWER SCH FEED ON HR  6,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
586,KM_107_FOH,KM_107_FOH,AIV00236,16BITS,1743,CHAMBER 1 MOTHER/FLOWER SCH FEED ON HR  7,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
587,KM_108_FOH,KM_108_FOH,AIV00237,16BITS,1744,CHAMBER 1 MOTHER/FLOWER SCH FEED ON HR  8,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
572,KV_101_FOM,KV_101_FOM,AIV00224,16BITS,1745,CHAMBER 1 VEG SCH FEED ON  MIN  1 ,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
575,KV_102_FOM,KV_102_FOM,AIV00226,16BITS,1746,CHAMBER 1 VEG SCH FEED ON  MIN  2 ,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
588,KV_103_FOM,KV_103_FOM,AIV00238,16BITS,1747,CHAMBER 1 VEG SCH FEED ON  MIN  3 ,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
589,KV_104_FOM,KV_104_FOM,AIV00239,16BITS,1748,CHAMBER 1 VEG SCH FEED ON  MIN  4 ,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
590,KM_101_FOM,KM_101_FOM,AIV00240,16BITS,1749,CHAMBER 1 MOTHER/FLOWER SCH FEED ON  MIN  1,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
591,KM_102_FOM,KM_102_FOM,AIV00241,16BITS,1750,CHAMBER 1 MOTHER/FLOWER SCH FEED ON  MIN  2,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
592,KM_103_FOM,KM_103_FOM,AIV00242,16BITS,1751,CHAMBER 1 MOTHER/FLOWER SCH FEED ON  MIN  3,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
593,KM_104_FOM,KM_104_FOM,AIV00243,16BITS,1752,CHAMBER 1 MOTHER/FLOWER SCH FEED ON  MIN  4,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
594,KM_105_FOM,KM_105_FOM,AIV00244,16BITS,1753,CHAMBER 1 MOTHER/FLOWER SCH FEED ON  MIN  5,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
595,KM_106_FOM,KM_106_FOM,AIV00245,16BITS,1754,CHAMBER 1 MOTHER/FLOWER SCH FEED ON  MIN  6,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
596,KM_107_FOM,KM_107_FOM,AIV00246,16BITS,1755,CHAMBER 1 MOTHER/FLOWER SCH FEED ON  MIN  7,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
597,KM_108_FOM,KM_108_FOM,AIV00247,16BITS,1756,CHAMBER 1 MOTHER/FLOWER SCH FEED ON  MIN  8,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
573,KV_101_FONAP,KV_101_FONAP,AIV00225,16BITS,1757,CHAMBER 1 VEG SCH FED ON AM/PM 1 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
576,KV_102_FONAP,KV_102_FONAP,AIV00227,16BITS,1758,CHAMBER 1 VEG SCH FED ON AM/PM 2 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
598,KV_103_FONAP,KV_103_FONAP,AIV00248,16BITS,1759,CHAMBER 1 VEG SCH FEED ON AM/PM 3 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
599,KV_104_FONAP,KV_104_FONAP,AIV00249,16BITS,1760,CHAMBER 1 VEG SCH FEED ON AM/PM 4 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
600,KM_101_FONAP,KM_101_FONAP,AIV00250,16BITS,1761,CHAMBER 1 MOTHER/FLOWER SCH FEED ON AM/PM 1 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
601,KM_102_FONAP,KM_102_FONAP,AIV00251,16BITS,1762,CHAMBER 1 MOTHER/FLOWER SCH FEED ON AM/PM 2 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
602,KM_103_FONAP,KM_103_FONAP,AIV00252,16BITS,1763,CHAMBER 1 MOTHER/FLOWER SCH FEED ON AM/PM 3 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
603,KM_104_FONAP,KM_104_FONAP,AIV00253,16BITS,1764,CHAMBER 1 MOTHER/FLOWER SCH FEED ON AM/PM 4 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
604,KM_105_FONAP,KM_105_FONAP,AIV00254,16BITS,1765,CHAMBER 1 MOTHER/FLOWER SCH FEED ON AM/PM 5 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
605,KM_106_FONAP,KM_106_FONAP,AIV00255,16BITS,1766,CHAMBER 1 MOTHER/FLOWER SCH FEED ON AM/PM 6 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
606,KM_107_FONAP,KM_107_FONAP,AIV00256,16BITS,1767,CHAMBER 1 MOTHER/FLOWER SCH FEED ON AM/PM 7 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
607,KM_108_FONAP,KM_108_FONAP,AIV00257,16BITS,1768,CHAMBER 1 MOTHER/FLOWER SCH FEED ON AM/PM 8 (PM=1),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
614,KM_101_DUR,KM_101_DUR,AIV00258,16BITS,1769,CHAMBER 1 MOTHER/FLOWER SCH FEED DUR (sec) 1,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
615,KM_102_DUR,KM_102_DUR,AIV00259,16BITS,1770,CHAMBER 1 MOTHER/FLOWER SCH FEED DUR (sec) 2,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
616,KM_103_DUR,KM_103_DUR,AIV00260,16BITS,1771,CHAMBER 1 MOTHER/FLOWER SCH FEED DUR (sec) 3,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
617,KM_104_DUR,KM_104_DUR,AIV00261,16BITS,1772,CHAMBER 1 MOTHER/FLOWER SCH FEED DUR (sec) 4,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
618,KM_105_DUR,KM_105_DUR,AIV00262,16BITS,1773,CHAMBER 1 MOTHER/FLOWER SCH FEED DUR (sec) 5,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
619,KM_106_DUR,KM_106_DUR,AIV00263,16BITS,1774,CHAMBER 1 MOTHER/FLOWER SCH FEED DUR (sec) 6,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
620,KM_107_DUR,KM_107_DUR,AIV00264,16BITS,1775,CHAMBER 1 MOTHER/FLOWER SCH FEED DUR (sec) 7,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
621,KM_108_DUR,KM_108_DUR,AIV00265,16BITS,1776,CHAMBER 1 MOTHER/FLOWER SCH FEED DUR (sec) 8,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
622,KV_101_DUR,KV_101_DUR,AIV00266,16BITS,1777,CHAMBER 1 VEG SCH FEED DUR (sec) 1,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
623,KV_102_DUR,KV_102_DUR,AIV00267,16BITS,1778,CHAMBER 1 VEG SCH FEED DUR (sec) 2,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
624,KV_103_DUR,KV_103_DUR,AIV00268,16BITS,1779,CHAMBER 1 VEG SCH FEED DUR (sec) 3,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
625,KV_104_DUR,KV_104_DUR,AIV00269,16BITS,1780,CHAMBER 1 VEG SCH FEED DUR (sec) 4,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
628,MT_101_DUR,MT_101_DUR,AIV00272,16BITS,1781,CHAMBER 1 VEG HUMDITY FEED DUR (sec),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
626,MT_101_SP,MT_101_SP,AIV00270,FLOAT,1782,CHAMBER 1 VEG HUMIDITY FEED SETPOINT (%),,True,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
627,MT_103_SP,MT_103_SP,AIV00271,FLOAT,1784,CHAMBER 1 MOTHER/FLOWER HUMIDITY FEED SETPOINT (%),,True,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
629,MT_103_DUR,MT_103_DUR,AIV00273,16BITS,1786,CHAMBER 1 MOTHER/FLOWER HUMDITY FEED DUR (sec),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
630,MT_101_OFF_DUR,MT_101_OFF_DUR,AIV00274,16BITS,1787,CHAMBER 1 VEG HUMDITY FEED OFF DUR (sec),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
631,MT_103_OFF_DUR,MT_103_OFF_DUR,AIV00275,16BITS,1788,CHAMBER 1 MOTHER/FLOWER HUMDITY FEED OFF DUR (sec),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
649,HS_160HOA,HS_160HOA,AIV00276,16BITS,1789,CHAMBER 1 AIR HANDLER HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
650,HS_161HOA,HS_161HOA,AIV00277,16BITS,1790,CHAMBER 1 DUCT UV LIGHT HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
651,HS_162HOA,HS_162HOA,AIV00278,16BITS,1791,CHAMBER 1 COOLING HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
652,HS_163HOA,HS_163HOA,AIV00279,16BITS,1792,CHAMBER 1 HEATING HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
653,HS_164HOA,HS_164HOA,AIV00280,16BITS,1793,CHAMBER 1 DEHUMIDIFIER HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
654,HS_165HOA,HS_165HOA,AIV00281,16BITS,1794,CHAMBER 1 HUMIDIFIER HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
655,HS_166HOA,HS_166HOA,AIV00282,16BITS,1795,CHAMBER 1 CO2 HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
656,HS_167HOA,HS_167HOA,AIV00283,16BITS,1796,CHAMBER 1 OSCILATING FAN HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
657,HS_168HOA,HS_168HOA,AIV00284,16BITS,1797,CHAMBER 1 MOTHER/FLOWER LIGHTS HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
658,HS_169HOA,HS_169HOA,AIV00285,16BITS,1798,CHAMBER 1 VEG LIGHTS HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
659,HS_170HOA,HS_170HOA,AIV00286,16BITS,1799,CHAMBER 1 CLONE LIGHTS HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
660,HS_171HOA,HS_171HOA,AIV00287,16BITS,1800,CHAMBER x UV LIGHTS HOA,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
690,KC_170_OFH,KC_170_OFH,AIV00363,16BITS,1801,CHAMBER 1 CLONE LIGHTS OFF HR,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
691,KC_170_ONM,KC_170_ONM,AIV00364,16BITS,1802,CHAMBER 1 CLONE LIGHTS ON MIN,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
692,KC_170_OFM,KC_170_OFM,AIV00365,16BITS,1803,CHAMBER 1 CLONE LIGHTS OFF MIN,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
693,KC_170_ONAP,KC_170_ONAP,AIV00366,16BITS,1804,CHAMBER 1 CLONE LIGHTS ON AM/PM (1=PM),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
694,KC_170_OFAP,KC_170_OFAP,AIV00367,16BITS,1805,CHAMBER 1 CLONE LIGHTS  OFF AM/PM (1=PM),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
695,KV_169_ONH,KV_169_ONH,AIV00368,16BITS,1806,CHAMBER 1 VEG LIGHTS ON HR,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
696,KV_169_OFH,KV_169_OFH,AIV00369,16BITS,1807,CHAMBER 1 VEG LIGHTS OFF HR,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
697,KV_169_ONM,KV_169_ONM,AIV00370,16BITS,1808,CHAMBER 1 VEG LIGHTS ON MIN,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
698,KV_169_OFM,KV_169_OFM,AIV00371,16BITS,1809,CHAMBER 1 VEG LIGHTS OFF MIN,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
699,KV_169_ONAP,KV_169_ONAP,AIV00372,16BITS,1810,CHAMBER 1 VEG  LIGHTS ON AM/PM (1=PM),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
700,KV_169_OFAP,KV_169_OFAP,AIV00373,16BITS,1811,CHAMBER 1 VEG LIGHTS  OFF AM/PM (1=PM),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
705,KI_LIGHT_SRI,KI_LIGHT_SRI,AIV00374,16BITS,1812,CHAMBER 1 LIGHT SUNRISE/SUNSET REFRESH INTERVAL s,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
706,KI_LIGHT_SRT,KI_LIGHT_SRT,AIV00375,16BITS,1813,CHAMBER 1 LIGHT SUNRISE/SUNSET RAMP TIME (min),,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
707,KM_168_RED_H,KM_168_RED_H,AIV00376,16BITS,1814,CHAMBER 1 MOTHER/FOWER LIGHTS  HAND RED INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
708,KM_168_WHITE_H,KM_168_WHITE_H,AIV00377,16BITS,1815,CHAMBER 1 MOTHER/FOWER LIGHTS HAND WHITE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
709,KM_168_BLUE_H,KM_168_BLUE_H,AIV00378,16BITS,1816,CHAMBER 1 MOTHER/FOWER LIGHTS HAND BLUE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
711,KM_168_RED,KM_168_RED,AIV00379,16BITS,1817,CHAMBER 1 MOTHER/FOWER LIGHTS RED INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
712,KM_168_WHITE,KM_168_WHITE,AIV00380,16BITS,1818,CHAMBER 1 MOTHER/FOWER LIGHTS HAND WHITE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
713,KM_168_BLUE,KM_168_BLUE,AIV00385,16BITS,1819,CHAMBER 1 MOTHER/FOWER LIGHTS HAND BLUE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
716,KV_169_BLUE,KV_169_BLUE,AIV00393,16BITS,1820,CHAMBER 1 VEG LIGHTS HAND BLUE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
717,KV_169_BLUE_H,KV_169_BLUE_H,AIV00394,16BITS,1821,CHAMBER 1 VEG LIGHTS HAND BLUE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
719,KV_169_RED,KV_169_RED,AIV00395,16BITS,1822,CHAMBER 1 VEG LIGHTS RED INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
720,KV_169_RED_H,KV_169_RED_H,AIV00396,16BITS,1823,CHAMBER 1 VEG LIGHTS  HAND RED INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
722,KV_169_WHITE,KV_169_WHITE,AIV00397,16BITS,1824,CHAMBER 1 VEG LIGHTS HAND WHITE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
723,KV_169_WHITE_H,KV_169_WHITE_H,AIV00398,16BITS,1825,CHAMBER 1 VEG LIGHTS HAND WHITE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
734,KC_170_BLUE,KC_170_BLUE,AIV00399,16BITS,1826,CHAMBER 1 CLONE LIGHTS HAND BLUE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
735,KC_170_BLUE_H,KC_170_BLUE_H,AIV00400,16BITS,1827,CHAMBER 1 CLONE LIGHTS HAND BLUE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
737,KC_170_ONH,KC_170_ONH,AIV00405,16BITS,1832,CHAMBER 1 CLONE LIGHTS ON HR,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
738,KC_170_RED,KC_170_RED,AIV00407,16BITS,1834,CHAMBER 1 CLONE LIGHTS RED INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
739,KC_170_RED_H,KC_170_RED_H,AIV00408,16BITS,1835,CHAMBER 1 CLONE LIGHTS  HAND RED INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
741,KC_170_WHITE,KC_170_WHITE,AIV00409,16BITS,1836,CHAMBER 1 CLONE LIGHTS HAND WHITE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
742,KC_170_WHITE_H,KC_170_WHITE_H,AIV00410,16BITS,1837,CHAMBER 1 CLONE LIGHTS HAND WHITE INTENSITY,,False,,0,1000,1,CHAMBER 1\LOCALS,False,False,DECIMAL
332,AT_201,AT_201,AIV00070,FLOAT,2000,CHAMBER 2 NUTRIENT TANK pH TRANSMITTER,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
333,AT_202,AT_202,AIV00071,FLOAT,2002,CHAMBER 2 NUTRIENT TANK EC TRANSMITTER,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
334,AT_203,AT_203,AIV00072,FLOAT,2004,CHAMBER 2 VAISALA CO2 TRANSMITTER,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
335,AT_204,AT_204,AIV00073,FLOAT,2006,CHAMBER 2 VAISALA HUMIDITY TRANSMITTER,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
336,AT_205,AT_205,AIV00074,FLOAT,2008,CHAMBER 2 VAISALA TEMP. TRANSMITTER,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
337,FT_201,FT_201,AIV00075,FLOAT,2010,CHAMBER 2 NUTRIENT FEED FLOW TRANSMITTER,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
350,LT_201,LT_201,AIV00076,FLOAT,2012,CHAMBER 2 NUTRIENT TANK LEVEL TRANSMITTER,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
351,MT_201,MT_201,AIV00077,FLOAT,2014,CHAMBER 2 NUTRIENT MOISTURE TRANSMITTER 1,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
352,MT_202,MT_202,AIV00078,FLOAT,2016,CHAMBER 2 NUTRIENT MOISTURE TRANSMITTER 2,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
353,MT_203,MT_203,AIV00079,FLOAT,2018,CHAMBER 2 NUTRIENT MOISTURE TRANSMITTER 3,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
354,PDT_201,PDT_201,AIV00080,FLOAT,2020,CHAMBER 2 FILTER PRESSURE DIFFERENTIAL TRANS,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
355,PT_201,PT_201,AIV00081,FLOAT,2022,CHAMBER 2 NUTRIENT FEED PRESSURE TRANSMITTER,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
356,SZ_201_R,SZ_201_R,AIV00082,FLOAT,2024,CHAMBER 2 SPECTRUM CONTROL RED,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
357,SZ_201_B,SZ_201_B,AIV00083,FLOAT,2026,CHAMBER 2 SPECTRUM CONTROL BLUE,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
358,SZ_201_G,SZ_201_G,AIV00084,FLOAT,2028,CHAMBER 2 SPECTRUM CONTROL GREEN,,True,,0,1000,1,CHAMBER 2,False,False,DECIMAL
338,HS_201,HS_201,DIV00238,DIGITAL,2030,CHAMBER 2 NUTRIENT FEED PUMP ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
339,HS_202,HS_202,DIV00239,DIGITAL,2031,CHAMBER 2 DUCT UV LIGHT ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
340,HS_203,HS_203,DIV00240,DIGITAL,2032,CHAMBER 2 DEHUMIDIFIER ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
341,HS_204,HS_204,DIV00241,DIGITAL,2033,CHAMBER 2 HUMIDIFIER ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
342,HS_205,HS_205,DIV00242,DIGITAL,2034,CHAMBER 2 FAN ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
343,HS_206,HS_206,DIV00243,DIGITAL,2035,CHAMBER 2 OSCILLATING FANS ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
344,HS_207,HS_207,DIV00244,DIGITAL,2036,CHAMBER 2 LIGHTS ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
345,HS_208,HS_208,DIV00245,DIGITAL,2037,CHAMBER 2 UVB LIGHTS ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
346,HS_209,HS_209,DIV00246,DIGITAL,2038,CHAMBER 2 COOLING ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
347,HS_210,HS_210,DIV00247,DIGITAL,2039,CHAMBER 2 HEAT ON/OFF,,False,,,,,CHAMBER 2,False,False,DECIMAL
348,LSHH_201,LSHH_201,DIV00248,DIGITAL,2040,CHAMBER 2 NUTRIENT TANK LEVEL HI HI SHUT DOWN,,False,,,,,CHAMBER 2,False,False,DECIMAL
349,LSLL_201,LSLL_201,DIV00249,DIGITAL,2041,CHAMBER 2 NUTRIENT TANK LEVEL LO LO SHUT DOWN,,False,,,,,CHAMBER 2,False,False,DECIMAL
359,XY_204,XY_204,DIV00250,DIGITAL,2042,CHAMBER 2 NUTRIENT FEED SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
360,XY_210,XY_210,DIV00251,DIGITAL,2043,CHAMBER 2 NUTRIENT FEED RECIRC SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
361,XY_212,XY_212,DIV00252,DIGITAL,2044,CHAMBER 2 NUTRIENT TANK DRAIN SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
362,XY_214,XY_214,DIV00253,DIGITAL,2045,CHAMBER 2 NUTRIENT 1 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
363,XY_215,XY_215,DIV00254,DIGITAL,2046,CHAMBER 2 NUTRIENT 2 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
364,XY_216,XY_216,DIV00255,DIGITAL,2047,CHAMBER 2 NUTRIENT 3 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
365,XY_217,XY_217,DIV00256,DIGITAL,2048,CHAMBER 2 NUTRIENT 4 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
366,XY_218,XY_218,DIV00257,DIGITAL,2049,CHAMBER 2 NUTRIENT 5 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
367,XY_219,XY_219,DIV00258,DIGITAL,2050,CHAMBER 2 NUTRIENT 6 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
368,XY_220,XY_220,DIV00259,DIGITAL,2051,CHAMBER 2 NUTRIENT 7 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
369,XY_221,XY_221,DIV00260,DIGITAL,2052,CHAMBER 2 pH UP SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
370,XY_222,XY_222,DIV00261,DIGITAL,2053,CHAMBER 2 pH DOWN SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
371,XY_224,XY_224,DIV00262,DIGITAL,2054,CHAMBER 2 RO WATER FILL SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
372,XY_225,XY_225,DIV00263,DIGITAL,2055,CHAMBER 2 CO2 SOLENOID VALVE,,False,,,,,CHAMBER 2,False,False,DECIMAL
373,ZI_201,ZI_201,DIV00264,DIGITAL,2056,CHAMBER 2 DOOR CONTACT INDICATOR,,False,,,,,CHAMBER 2,False,False,DECIMAL
548,HS_255H,HS_255H,DIV00379,DIGITAL,2509,CHAMBER 2 NUTRIENT FILL REQUEST,,False,,,,,CHAMBER 2\LOCALS,False,False,DECIMAL
563,HS_256A,HS_256A,DIV00384,DIGITAL,2510,CHAMBER 2  pH ADJUST REQUEST,,False,,,,,CHAMBER 2\LOCALS,False,False,DECIMAL
374,AT_301,AT_301,AIV00085,FLOAT,3000,CHAMBER 3 NUTRIENT TANK pH TRANSMITTER,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
375,AT_302,AT_302,AIV00086,FLOAT,3002,CHAMBER 3 NUTRIENT TANK EC TRANSMITTER,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
376,AT_303,AT_303,AIV00087,FLOAT,3004,CHAMBER 3 VAISALA CO2 TRANSMITTER,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
377,AT_304,AT_304,AIV00088,FLOAT,3006,CHAMBER 3 VAISALA HUMIDITY TRANSMITTER,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
378,AT_305,AT_305,AIV00089,FLOAT,3008,CHAMBER 3 VAISALA TEMP. TRANSMITTER,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
379,FT_301,FT_301,AIV00090,FLOAT,3010,CHAMBER 3 NUTRIENT FEED FLOW TRANSMITTER,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
