,Tag,NewName,Address,Format,ModbusAddress,Comment,InitalValue,Signed,TextTagSize,Minimum,Maximum,Resolution,Group,Presentation,WriteAllowed,DisplayFormat
392,LT_301,LT_301,AIV00091,FLOAT,3012,CHAMBER 3 NUTRIENT TANK LEVEL TRANSMITTER,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
393,MT_301,MT_301,AIV00092,FLOAT,3014,CHAMBER 3 NUTRIENT MOISTURE TRANSMITTER 1,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
394,MT_302,MT_302,AIV00093,FLOAT,3016,CHAMBER 3 NUTRIENT MOISTURE TRANSMITTER 2,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
395,MT_303,MT_303,AIV00094,FLOAT,3018,CHAMBER 3 NUTRIENT MOISTURE TRANSMITTER 3,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
396,PDT_301,PDT_301,AIV00095,FLOAT,3020,CHAMBER 3 FILTER PRESSURE DIFFERENTIAL TRANS,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
397,PT_301,PT_301,AIV00096,FLOAT,3022,CHAMBER 3 NUTRIENT FEED PRESSURE TRANSMITTER,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
398,SZ_301_R,SZ_301_R,AIV00097,FLOAT,3024,CHAMBER 3 SPECTRUM CONTROL RED,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
399,SZ_301_B,SZ_301_B,AIV00098,FLOAT,3026,CHAMBER 3 SPECTRUM CONTROL BLUE,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
400,SZ_301_G,SZ_301_G,AIV00099,FLOAT,3028,CHAMBER 3 SPECTRUM CONTROL GREEN,,True,,0,1000,1,CHAMBER 3,False,False,DECIMAL
380,HS_301,HS_301,DIV00265,DIGITAL,3030,CHAMBER 3 NUTRIENT FEED PUMP ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
381,HS_302,HS_302,DIV00266,DIGITAL,3031,CHAMBER 3 DUCT UV LIGHT ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
382,HS_303,HS_303,DIV00267,DIGITAL,3032,CHAMBER 3 DEHUMIDIFIER ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
383,HS_304,HS_304,DIV00268,DIGITAL,3033,CHAMBER 3 HUMIDIFIER ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
384,HS_305,HS_305,DIV00269,DIGITAL,3034,CHAMBER 3 FAN ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
385,HS_306,HS_306,DIV00270,DIGITAL,3035,CHAMBER 3 OSCILLATING FANS ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
386,HS_307,HS_307,DIV00271,DIGITAL,3036,CHAMBER 3 LIGHTS ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
387,HS_308,HS_308,DIV00272,DIGITAL,3037,CHAMBER 3 UVB LIGHTS ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
388,HS_309,HS_309,DIV00273,DIGITAL,3038,CHAMBER 3 COOLING ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
389,HS_310,HS_310,DIV00274,DIGITAL,3039,CHAMBER 3 HEAT ON/OFF,,False,,,,,CHAMBER 3,False,False,DECIMAL
390,LSHH_301,LSHH_301,DIV00275,DIGITAL,3040,CHAMBER 3 NUTRIENT TANK LEVEL HI HI SHUT DOWN,,False,,,,,CHAMBER 3,False,False,DECIMAL
391,LSLL_301,LSLL_301,DIV00276,DIGITAL,3041,CHAMBER 3 NUTRIENT TANK LEVEL LO LO SHUT DOWN,,False,,,,,CHAMBER 3,False,False,DECIMAL
401,XY_304,XY_304,DIV00277,DIGITAL,3042,CHAMBER 3 NUTRIENT FEED SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
402,XY_310,XY_310,DIV00278,DIGITAL,3043,CHAMBER 3 NUTRIENT FEED RECIRC SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
403,XY_312,XY_312,DIV00279,DIGITAL,3044,CHAMBER 3 NUTRIENT TANK DRAIN SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
404,XY_314,XY_314,DIV00280,DIGITAL,3045,CHAMBER 3 NUTRIENT 1 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
405,XY_315,XY_315,DIV00281,DIGITAL,3046,CHAMBER 3 NUTRIENT 2 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
406,XY_316,XY_316,DIV00282,DIGITAL,3047,CHAMBER 3 NUTRIENT 3 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
407,XY_317,XY_317,DIV00283,DIGITAL,3048,CHAMBER 3 NUTRIENT 4 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
408,XY_318,XY_318,DIV00284,DIGITAL,3049,CHAMBER 3 NUTRIENT 5 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
409,XY_319,XY_319,DIV00285,DIGITAL,3050,CHAMBER 3 NUTRIENT 6 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
410,XY_320,XY_320,DIV00286,DIGITAL,3051,CHAMBER 3 NUTRIENT 7 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
411,XY_321,XY_321,DIV00287,DIGITAL,3052,CHAMBER 3 pH UP SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
412,XY_322,XY_322,DIV00288,DIGITAL,3053,CHAMBER 3 pH DOWN SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
413,XY_324,XY_324,DIV00289,DIGITAL,3054,CHAMBER 3 RO WATER FILL SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
414,XY_325,XY_325,DIV00290,DIGITAL,3055,CHAMBER 3 CO2 SOLENOID VALVE,,False,,,,,CHAMBER 3,False,False,DECIMAL
415,ZI_301,ZI_301,DIV00291,DIGITAL,3056,CHAMBER 3 DOOR CONTACT INDICATOR,,False,,,,,CHAMBER 3,False,False,DECIMAL
549,HS_355H,HS_355H,DIV00380,DIGITAL,3509,CHAMBER 3 NUTRIENT FILL REQUEST,,False,,,,,CHAMBER 3\LOCALS,False,False,DECIMAL
564,HS_356A,HS_356A,DIV00385,DIGITAL,3510,CHAMBER 2 pH ADJUST REQUEST,,False,,,,,CHAMBER 3\LOCALS,False,False,DECIMAL
472,AT_401,AT_401,AIV00102,FLOAT,4000,CHAMBER 4 NUTRIENT TANK pH TRANSMITTER,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
473,AT_402,AT_402,AIV00103,FLOAT,4002,CHAMBER 4 NUTRIENT TANK EC TRANSMITTER,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
474,AT_403,AT_403,AIV00104,FLOAT,4004,CHAMBER 4 VAISALA CO2 TRANSMITTER,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
475,AT_404,AT_404,AIV00105,FLOAT,4006,CHAMBER 4 VAISALA HUMIDITY TRANSMITTER,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
476,AT_405,AT_405,AIV00106,FLOAT,4008,CHAMBER 4 VAISALA TEMP. TRANSMITTER,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
477,FT_401,FT_401,AIV00107,FLOAT,4010,CHAMBER 4 NUTRIENT FEED FLOW TRANSMITTER,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
490,LT_401,LT_401,AIV00108,FLOAT,4012,CHAMBER 4 NUTRIENT TANK LEVEL TRANSMITTER,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
491,MT_401,MT_401,AIV00109,FLOAT,4014,CHAMBER 4 NUTRIENT MOISTURE TRANSMITTER 1,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
492,MT_402,MT_402,AIV00110,FLOAT,4016,CHAMBER 4 NUTRIENT MOISTURE TRANSMITTER 2,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
493,MT_403,MT_403,AIV00111,FLOAT,4018,CHAMBER 4 NUTRIENT MOISTURE TRANSMITTER 3,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
494,PDT_401,PDT_401,AIV00112,FLOAT,4020,CHAMBER 4 FILTER PRESSURE DIFFERENTIAL TRANS,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
495,PT_401,PT_401,AIV00113,FLOAT,4022,CHAMBER 4 NUTRIENT FEED PRESSURE TRANSMITTER,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
496,SZ_401_R,SZ_401_R,AIV00114,FLOAT,4024,CHAMBER 4 SPECTRUM CONTROL RED,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
497,SZ_401_B,SZ_401_B,AIV00129,FLOAT,4026,CHAMBER 4 SPECTRUM CONTROL BLUE,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
498,SZ_401_G,SZ_401_G,AIV00130,FLOAT,4028,CHAMBER 4 SPECTRUM CONTROL GREEN,,True,,0,1000,1,CHAMBER 4,False,False,DECIMAL
478,HS_401,HS_401,DIV00292,DIGITAL,4030,CHAMBER 4 NUTRIENT FEED PUMP ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
479,HS_402,HS_402,DIV00293,DIGITAL,4031,CHAMBER 4 DUCT UV LIGHT ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
480,HS_403,HS_403,DIV00294,DIGITAL,4032,CHAMBER 4 DEHUMIDIFIER ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
481,HS_404,HS_404,DIV00295,DIGITAL,4033,CHAMBER 4 HUMIDIFIER ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
482,HS_405,HS_405,DIV00296,DIGITAL,4034,CHAMBER 4 FAN ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
483,HS_406,HS_406,DIV00297,DIGITAL,4035,CHAMBER 4 OSCILLATING FANS ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
484,HS_407,HS_407,DIV00298,DIGITAL,4036,CHAMBER 4 LIGHTS ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
485,HS_408,HS_408,DIV00299,DIGITAL,4037,CHAMBER 4 UVB LIGHTS ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
486,HS_409,HS_409,DIV00300,DIGITAL,4038,CHAMBER 4 COOLING ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
487,HS_410,HS_410,DIV00301,DIGITAL,4039,CHAMBER 4 HEAT ON/OFF,,False,,,,,CHAMBER 4,False,False,DECIMAL
488,LSHH_401,LSHH_401,DIV00302,DIGITAL,4040,CHAMBER 4 NUTRIENT TANK LEVEL HI HI SHUT DOWN,,False,,,,,CHAMBER 4,False,False,DECIMAL
489,LSLL_401,LSLL_401,DIV00303,DIGITAL,4041,CHAMBER 4 NUTRIENT TANK LEVEL LO LO SHUT DOWN,,False,,,,,CHAMBER 4,False,False,DECIMAL
499,XY_404,XY_404,DIV00304,DIGITAL,4042,CHAMBER 4 NUTRIENT FEED SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
500,XY_410,XY_410,DIV00305,DIGITAL,4043,CHAMBER 4 NUTRIENT FEED RECIRC SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
501,XY_412,XY_412,DIV00306,DIGITAL,4044,CHAMBER 4 NUTRIENT TANK DRAIN SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
502,XY_414,XY_414,DIV00307,DIGITAL,4045,CHAMBER 4 NUTRIENT 1 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
503,XY_415,XY_415,DIV00308,DIGITAL,4046,CHAMBER 4 NUTRIENT 2 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
504,XY_416,XY_416,DIV00309,DIGITAL,4047,CHAMBER 4 NUTRIENT 3 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
505,XY_417,XY_417,DIV00310,DIGITAL,4048,CHAMBER 4 NUTRIENT 4 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
506,XY_418,XY_418,DIV00311,DIGITAL,4049,CHAMBER 4 NUTRIENT 5 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
507,XY_419,XY_419,DIV00312,DIGITAL,4050,CHAMBER 4 NUTRIENT 6 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
508,XY_420,XY_420,DIV00313,DIGITAL,4051,CHAMBER 4 NUTRIENT 7 DOSING SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
509,XY_421,XY_421,DIV00314,DIGITAL,4052,CHAMBER 4 pH UP SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
510,XY_422,XY_422,DIV00315,DIGITAL,4053,CHAMBER 4 pH DOWN SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
511,XY_424,XY_424,DIV00316,DIGITAL,4054,CHAMBER 4 RO WATER FILL SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
512,XY_425,XY_425,DIV00317,DIGITAL,4055,CHAMBER 4 CO2 SOLENOID VALVE,,False,,,,,CHAMBER 4,False,False,DECIMAL
513,ZI_401,ZI_401,DIV00318,DIGITAL,4056,CHAMBER 4 DOOR CONTACT INDICATOR,,False,,,,,CHAMBER 4,False,False,DECIMAL
550,HS_455H,HS_455H,DIV00381,DIGITAL,4509,CHAMBER 4 NUTRIENT FILL REQUEST,,False,,,,,CHAMBER 4\LOCALS,False,False,DECIMAL
565,HS_456A,HS_456A,DIV00386,DIGITAL,4510,CHAMBER 4 pH ADJUST REQUEST,,False,,,,,CHAMBER 4\LOCALS,False,False,DECIMAL
422,AT_501,AT_501,AIV00115,FLOAT,5000,DRY CURE VAISALA HUMIDITY TRANSMITTER (0-10V),,True,,0,1000,1,DRY CURE DOSING,False,False,DECIMAL
423,AT_502,AT_502,AIV00116,FLOAT,5002,DRY CURE VAISALA TEMP TRANSMITTER (0-10V),,True,,0,1000,1,DRY CURE DOSING,False,False,DECIMAL
431,FT_001,FT_001,AIV00117,FLOAT,5004,NUTRIENT CENTER CITY WATER FILL FLOW TRANSMITTER,,True,,0,1000,1,DRY CURE DOSING,False,False,DECIMAL
420,HS_501,HS_501,DIV00321,DIGITAL,5006,DRY CURE FANS ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
421,HS_502,HS_502,DIV00322,DIGITAL,5007,DRY CURE UV LIGHT ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
418,XY_501,XY_501,DIV00319,DIGITAL,5008,DRY CURE ACTUATOR OPEN CLOSE,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
419,CI_501,CI_501,DIV00320,DIGITAL,5009,DRY CURE DAMPER END SWITCH,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
424,HS_001,HS_001,DIV00323,DIGITAL,5010,NUTRIENT 1 DOSING PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
425,HS_002,HS_002,DIV00324,DIGITAL,5011,NUTRIENT 2 DOSING PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
426,HS_003,HS_003,DIV00325,DIGITAL,5012,NUTRIENT 3 DOSING PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
427,HS_004,HS_004,DIV00326,DIGITAL,5013,NUTRIENT 4 DOSING PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
428,HS_005,HS_005,DIV00327,DIGITAL,5014,NUTRIENT 5 DOSING PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
429,HS_006,HS_006,DIV00328,DIGITAL,5015,NUTRIENT 6 DOSING PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
430,HS_007,HS_007,DIV00329,DIGITAL,5016,NUTRIENT 7 DOSING PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
432,HS_009,HS_009,DIV00330,DIGITAL,5017,NUTRIENT pH DOWN PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
433,HS_008,HS_008,DIV00331,DIGITAL,5018,NUTRIENT pH UP PUMP ON/OFF,,False,,,,,DRY CURE DOSING,False,False,DECIMAL
520,GBL_ALWAYS_OFF,GBL_ALWAYS_OFF,DIV00369,DIGITAL,201,ALWAYS OFF BIT,0,False,,,,,GLOBALS,False,False,DECIMAL
542,GBL_FAL001,GBL_FAL001,DIV00359,DIGITAL,202,CITY WATER NO FLOW ALARM,,False,,,,,GLOBALS,False,False,DECIMAL
519,GBL_ALWAYS_ON,GBL_ALWAYS_ON,DIV00368,DIGITAL,203,ALWAYS ON BIT,1,False,,,,,GLOBALS,False,False,DECIMAL
521,GBL_POLL_TRIG,GBL_POLL_TRIG,DIV00370,DIGITAL,204,REMOTE I/O POLL TRIGGER,,False,,,,,GLOBALS,False,False,DECIMAL
522,GBL_DUMMY_TAG,GBL_DUMMY_TAG,DIV00371,DIGITAL,205,DON'T RELY ON CONTENTS,,False,,,,,GLOBALS,False,False,DECIMAL
523,GBL_SYS_INIT,GBL_SYS_INIT,DIV00372,DIGITAL,206,=1 WHEN SYSTEM VARIABLES INITIALIZED,,False,,,,,GLOBALS,False,False,DECIMAL
524,GBL_SYS_RESET,GBL_SYS_RESET,DIV00373,DIGITAL,207,=1 WHEN SYSTEM VARIABLES SHOULD BE RE-INTIALIZED,,False,,,,,GLOBALS,False,False,DECIMAL
543,GBL_ACK_ALMS,GBL_ACK_ALMS,DIV00360,DIGITAL,208,ACKNOWLEDGE AND RESET ALARMS,,False,,,,,GLOBALS,False,False,DECIMAL
644,GBL_TEST_FEED,GBL_TEST_FEED,DIV00361,DIGITAL,209,=1 TEST FEED TIME,,False,,,,,GLOBALS,False,False,DECIMAL
541,GBL_FAL001_NF,GBL_FAL001_NF,AIV00131,16BITS,210,CITY RO WATER NO FLOW TIMER DELAY,,False,,0,1000,1,GLOBALS,False,False,DECIMAL
566,GBL_UP_OFF_DUR,GBL_UP_OFF_DUR,AIV00382,16BITS,211,pH UP DISPENSE OFF DUR (s),,False,,0,1000,1,GLOBALS,False,False,DECIMAL
558,GBL_PUMP_SPEC,GBL_PUMP_SPEC,AIV00132,FLOAT,212,PERISTALTIC PUMP SPEC (mL/s),,True,,0,1000,1,GLOBALS,False,False,DECIMAL
560,GBL_PH_UP_DN_DB,GBL_PH_UP_DN_DB,AIV00134,FLOAT,214,pH UP/DOWN DEADBAND,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
567,GBL_PH_UP_VOL,GBL_PH_UP_VOL,AIV00383,16BITS,216,pH UP VOLUME (mL),,False,,0,1000,1,GLOBALS,False,False,DECIMAL
568,GBL_PH_DWN_VOL,GBL_PH_DWN_VOL,AIV00384,16BITS,217,pH DOWN VOLUME (mL),,False,,0,1000,1,GLOBALS,False,False,DECIMAL
569,GBL_DWN_OFF_DUR,GBL_DWN_OFF_DUR,AIV00386,16BITS,219,pH DOWN DISPENSE OFF DUR (s),,False,,0,1000,1,GLOBALS,False,False,DECIMAL
645,GBL_HUMDITY_DB,GBL_HUMDITY_DB,AIV00135,FLOAT,220,FLOWER/VEG/MOTHER HUMIDITY DEADBAND,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
662,GBL_TEMP_DB,GBL_TEMP_DB,AIV00136,FLOAT,222,FLOWER/VEG/MOTHER TEMPERATURE DEADBAND,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
646,GBL_SUSPEND_IO,GBL_SUSPEND_IO,DIV00362,DIGITAL,223,=1 SUSPEND SIGNAL CONDITIONING,,False,,,,,GLOBALS,False,False,DECIMAL
670,GBL_TIC_HSV,GBL_TIC_HSV,AIV00387,16BITS,224,TIC CONTROLLER HIGH SPAN VALUE,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
525,GBL_HEART_BEAT,GBL_HEART_BEAT,AIV00288,16BITS,225,COUNTS UP EVERY SECOND,,False,,0,1000,1,GLOBALS,False,False,DECIMAL
526,GBL_HEART_BEA_1,GBL_HEART_BEA_1,AIV00381,16BITS,226,COUNTS UP EVERY SECOND,,False,,0,1000,1,GLOBALS,False,False,DECIMAL
671,GBL_TIC_LSV,GBL_TIC_LSV,AIV00388,16BITS,227,TIC CONTROLLER LOW SPAN VALUE,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
672,GBL_HIC_HSV,GBL_HIC_HSV,AIV00389,16BITS,228,HIC CONTROLLER HIGH SPAN VALUE,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
673,GBL_HIC_LSV,GBL_HIC_LSV,AIV00390,16BITS,229,HIC CONTROLLER LOW SPAN VALUE,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
674,GBL_XIC_HSV,GBL_XIC_HSV,AIV00391,16BITS,230,XIC CONTROLLER HIGH SPAN VALUE,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
675,GBL_XIC_LSV,GBL_XIC_LSV,AIV00392,16BITS,231,XIC CONTROLLER LOW SPAN VALUE,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
676,GBL_CO2_DB,GBL_CO2_DB,AIV00137,FLOAT,232,CO2 CONTROLLER DEADBAND,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
745,dummy,dummy,AIV00139,16BITS,240,,,True,,0,1000,1,GLOBALS,False,False,DECIMAL
322,XY_112_,XY_112_,DO.0.3.4,DIGITAL,100,CHAMBER 1 NUTRIENT TANK DRAIN SOLENOID VALVE,,False,,,,,MAINCTRL IO,False,False,DECIMAL
323,HS_001_,HS_001_,DO.0.3.7,DIGITAL,103,NUTRIENT 1 DOSING PUMP ON/OFF,,False,,,,,MAINCTRL IO,False,False,DECIMAL
324,XY_121_,XY_121_,DO.0.3.8,DIGITAL,104,CHAMBER 1 pH UP SOLENOID VALVE,,False,,,,,MAINCTRL IO,False,False,DECIMAL
325,XY_122_,XY_122_,DO.0.3.9,DIGITAL,105,CHAMBER 1 pH DOWN SOLENOID VALVE,,False,,,,,MAINCTRL IO,False,False,DECIMAL
326,XY_124_,XY_124_,DO.0.3.10,DIGITAL,106,CHAMBER 1 RO WATER FILL SOLENOID VALVE,,False,,,,,MAINCTRL IO,False,False,DECIMAL
327,HS_102_,HS_102_,DO.0.3.11,DIGITAL,107,CHAMBER 1 DUCT UV LIGHT ON/OFF,,False,,,,,MAINCTRL IO,False,False,DECIMAL
328,HS_108_,HS_108_,DO.0.3.12,DIGITAL,108,CHAMBER 1 SS550 VEG LIGHTS ON/OFF,,False,,,,,MAINCTRL IO,False,False,DECIMAL
329,HS_107_,HS_107_,DO.0.3.13,DIGITAL,109,CHAMBER 1 SS550 MOTHER LIGHTS ON/OFF,,False,,,,,MAINCTRL IO,False,False,DECIMAL
330,XY_125_,XY_125_,DO.0.3.14,DIGITAL,110,CHAMBER 1 CO2 SOLENOID VALVE,,False,,,,,MAINCTRL IO,False,False,DECIMAL
331,HS_110_,HS_110_,DO.0.3.15,DIGITAL,111,CHAMBER 1 HEAT ON/OFF,,False,,,,,MAINCTRL IO,False,False,DECIMAL
308,PT_101_,PT_101_,AI.0.4.0.420mA,FLOAT,128,CHAMBER 1 NUTRIENT FEED PRESSURE TRANSMITTER,,True,,0,100,0.1,MAINCTRL IO,False,False,DECIMAL
309,FT_101_,FT_101_,AI.0.4.1.420mA,FLOAT,130,CHAMBER 1 NUTRIENT FEED FLOW TRANSMITTER,,True,,0,100,0.1,MAINCTRL IO,False,False,DECIMAL
310,MT_101_,MT_101_,AI.0.4.2.420mA,FLOAT,132,CHAMBER 1 VEG MOISTURE TRANSMITTER 1,,True,,0,100,0.1,MAINCTRL IO,False,False,DECIMAL
311,MT_102_,MT_102_,AI.0.4.3.420mA,FLOAT,134,CHAMBER 1 VEG MOISTURE TRANSMITTER 2,,True,,0,100,0.1,MAINCTRL IO,False,False,DECIMAL
312,MT_103_,MT_103_,AI.0.4.4.420mA,FLOAT,136,CHAMBER 1 MOTHER MOISTURE TRANSMITTER 1,,True,,0,100,0.1,MAINCTRL IO,False,False,DECIMAL
313,MT_104_,MT_104_,AI.0.4.5.420mA,FLOAT,138,CHAMBER 1 MOTHER MOISTURE TRANSMITTER 2,,True,,0,100,0.1,MAINCTRL IO,False,False,DECIMAL
314,LT_101_,LT_101_,AI.0.4.6.420mA,FLOAT,140,CHAMBER 1 NUTRIENT TANK LEVEL TRANSMITTER,,True,,0,100,0.1,MAINCTRL IO,False,False,DECIMAL
315,AT_105_,AT_105_,AI.0.4.7.420mA,FLOAT,142,CHAMBER 1 VAISALA TEMP TRANSMITTER,,True,,0,100,0.1,MAINCTRL IO,False,False,DECIMAL
316,LSHH_101_,LSHH_101_,DI.0.2.5,DIGITAL,69,CHAMBER 1 NUTRIENT TANK LEVEL HI HI SHUT DOWN,,False,,,,,MAINCTRL IO,False,False,DECIMAL
317,LSLL_101_,LSLL_101_,DI.0.2.6,DIGITAL,70,CHAMBER 1 NUTRIENT TANK LEVEL LO LO SHUT DOWN,,False,,,,,MAINCTRL IO,False,False,DECIMAL
318,HS_101_,HS_101_,DO.0.3.0,DIGITAL,96,CHAMBER 1 NUTRIENT FEED PUMP ON/OFF,,False,,,,,MAINCTRL IO,False,False,DECIMAL
319,XY_104_,XY_104_,DO.0.3.1,DIGITAL,97,CHAMBER 1 NUTRIENT MOTHER FEED SOLENOID VALVE,,False,,,,,MAINCTRL IO,False,False,DECIMAL
320,XY_107_,XY_107_,DO.0.3.2,DIGITAL,98,CHAMBER 1 NUTRIENT VEG FEED SOLENOID VALVE,,False,,,,,MAINCTRL IO,False,False,DECIMAL
321,XY_110_,XY_110_,DO.0.3.3,DIGITAL,99,CHAMBER 1 NUTRIENT FEED RECIRC SOLENOID VALVE,,False,,,,,MAINCTRL IO,False,False,DECIMAL
0,RIO_1_CT,RIO_1_CT,DIV00000,DIGITAL,10000,RIO1 COMMUNICATION TRIGGER,,False,,,,,REMOTE IO\COMMUNICATIONS,False,False,DECIMAL
1,RIO_1_CC,RIO_1_CC,AIV00000,16BITS,10001,RIO 1 COMMUNICATION CYCLE COUNT,,False,,0,1000,1,REMOTE IO\COMMUNICATIONS,False,False,DECIMAL
2,RIO_1_CE,RIO_1_CE,DIV00002,DIGITAL,10002,RIO 1 COMMUNICATION ERROR,,False,,,,,REMOTE IO\COMMUNICATIONS,False,False,DECIMAL
3,RIO_1_ST,RIO_1_ST,AIV00001,16BITS,10003,RIO 1 COMMUNICATION STATUS,,False,,0,1000,1,REMOTE IO\COMMUNICATIONS,False,False,DECIMAL
44,RIO_2_CT,RIO_2_CT,DIV00034,DIGITAL,10004,RIO 2 COMMUNICATION TRIGGER,,False,,,,,REMOTE IO\COMMUNICATIONS,False,False,DECIMAL
45,RIO_2_CC,RIO_2_CC,AIV00010,16BITS,10005,RIO 2 COMMUNICATION CYCLE COUNT,,False,,0,1000,1,REMOTE IO\COMMUNICATIONS,False,False,DECIMAL
46,RIO_2_CE,RIO_2_CE,DIV00035,DIGITAL,10006,RIO 2 COMMUNICATION ERROR,,False,,,,,REMOTE IO\COMMUNICATIONS,False,False,DECIMAL
